name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons
f2c073	Half-Elf	Haunted One	2018-06-10T15:22:04Z	Sorcerer 4	Sorcerer	Draconic Bloodline	4		30	15	9	14	15	13	10	17	Chaotic Good	Arcana|Investigation|Survival|Deception|Intimidation|Persuasion	Dagger	Fire Bolt*0|Prestidigitaton*0|Mage Hand*0|Create Bonfire*0|Minor Illusion*0|Shield*1|Magic Missle*1|Dragons Breath*2|Scorching Ray*2|Hold Person*2	06 10 18	CG	G	C	Half-Elf	Fire Bolt*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Minor Illusion*0|Shield*1|Magic Missile*1|Dragon’s Breath*2|Scorching Ray*2|Hold Person*2	Dagger
2fb0fa	Human	Criminal	2018-05-29T17:03:23Z	Monk 6	Monk	Way of the Kensei	6		45	16	13	18	14	11	15	9		Acrobatics|Stealth|Insight|Deception	Shortsword|Dart|Unarmed strike		05 29 18		NA	NA	Human		Shortsword|Dart|Unarmed Strike
2fb0fa	Human	Criminal	2018-05-29T17:17:50Z	Monk 6	Monk	Way of the Kensei	6		45	17	10	18	14	8	16	8		Acrobatics|Stealth|Insight|Deception	Shortsword|Dart|Unarmed strike		05 29 18		NA	NA	Human		Shortsword|Dart|Unarmed Strike
9d5fce	Wood Elf	Hermit	2018-05-26T19:20:30Z	Druid 10	Druid	Circle of the Moon	10		80	16	8	16	14	12	20	8		Arcana|Religion|Medicine|Perception|Survival			05 26 18		NA	NA	Elf		
8719d7	Half-Orc	Outlander	2018-05-26T17:38:10Z	Barbarian 10	Barbarian	Path of the Berserker	10		119	17	20	14	16	8	10	10	Neutral	Athletics|Nature|Perception|Survival|Intimidation	Flame Greatsword|Shortbow|Javelin|Rage Flame Greatsword|Crit Flame Greatsword|Crit Rage Flame Greatsword		05 26 18	NN	N	N	Half-Orc		Greatsword|Shortbow|Javelin
82b4b4	Mountain Dwarf	Soldier	2018-05-26T18:37:23Z	Fighter 10	Fighter	Battle Master	10	Great Weapon Master	116	21	20	10	18	10	11	10	Chaotic Good	Athletics|Perception|Survival|Intimidation	Maul +3|Handaxe|Maul +3 GWM -5		05 26 18	CG	G	C	Dwarf		Maul|Handaxe
d6525c	Wood Elf	Urchin	2018-08-30T01:02:46Z	Rogue 3	Rogue	Assassin	3		24	16	11	20	12	13	14	12		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		08 29 18		NA	NA	Elf		Rapier|Shortbow|Dagger
423317	Human	Outlander	2018-06-16T18:10:09Z	Monk 5	Monk	Way of the Open Hand	5	Resilient	50	17	8	18	15	8	17	8	Neutral neutral	Athletics|Acrobatics|Stealth|Perception|Survival	Shortsword|Dart|Unarmed strike		06 16 18	NN	N	N	Human		Shortsword|Dart|Unarmed Strike
5ed315	Goliath	Custom	2018-09-09T17:01:00Z	Barbarian 2|Bard 3	Barbarian|Bard	|College of Lore	5		73	20	20	20	20	6	8	13		Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Survival|Intimidation|Performance		Friends*0|Light*0|Longstrider*1|Disguise Self*1|Cure Wounds*1|Feather Fall*1|Enhance Ability*2|Silence*2	09 09 18		NA	NA	Goliath	Friends*0|Light*0|Longstrider*1|Disguise Self*1|Cure Wounds*1|Feather Fall*1|Enhance Ability*2|Silence*2	
ffaeae	Turtle	Clan Crafter	2018-08-30T18:38:42Z	Monk 6|Cleric 3	Monk|Cleric	Way of the Long Death|Light Domain	9	Dual Wielder	75	18	10	17	16	12	18	8		Acrobatics|History|Religion|Insight|Survival	Unarmed strike	Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2	08 30 18		NA	NA	Turtle	Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2	Unarmed Strike
165b17	Forest Gnome	Haunted One	2018-08-30T18:38:12Z	Rogue 3|Ranger 3|Bard 3	Rogue|Ranger|Bard	Thief|Gloom Stalker|College of Lore	9		60	14	11	17	13	14	13	13		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Survival|Deception	Rapier|Shortbow|Dagger	Disguise Self*1	08 30 18		NA	NA	Gnome	Disguise Self*1	Rapier|Shortbow|Dagger
a6a545	Kenku	Charlatan	2018-08-30T18:37:38Z	Druid 9	Druid	Circle of the Shepherd	9	War Caster	66	15	8	14	14	9	20	8		Sleight of Hand|Stealth|Nature|Animal Handling|Deception	Longbow|Hooked Dagger		08 30 18		NA	NA	Kenku		Longbow|Dagger
5528fb	Human	Criminal	2018-05-23T21:00:44Z	Fighter 8|Cleric 1	Fighter|Cleric	Battle Master|Forge Domain	9	Crossbow Expert|Sharpshooter|Resilient	84	17	9	20	17	11	13	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling|Greatsword Of Life|Net|Crossbow, heavy	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	05 23 18	LN	N	L	Human	Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling|Greatsword|Net|Crossbow, Heavy
ef8353	Tabaxi	Entertainer	2018-07-27T02:32:08Z	Warlock 1	Warlock	The Hexblade	1		8	14	12	16	10	11	10	16		Acrobatics|Stealth|Arcana|Perception|Deception|Performance	Crossbow, light|Dagger|Quarterstaff|Unarmed strike	Eldritch Blast*0|Prestidigitation*0|Hellish Rebuke*1|Shield*1	07 26 18		NA	NA	Tabaxi	Eldritch Blast*0|Prestidigitation*0|Hellish Rebuke*1|Shield*1	Crossbow, Light|Dagger|Quarterstaff|Unarmed Strike
95d4a1	Human	Cloistered Scholar	2018-09-07T09:41:42Z	Wizard 2	Wizard	Lore Mastery	2	Linguist	16	11	8	13	14	17	10	12		Arcana|History|Investigation|Religion	Quarterstaff		09 07 18		NA	NA	Human		Quarterstaff
55ae87	Forest Gnome	Noble	2018-07-25T23:14:15Z	Ranger 6|Rogue 2	Ranger|Rogue	Hunter|	8		66	16	10	18	14	10	14	10		Acrobatics|History|Investigation|Perception|Persuasion	Shortsword|Shortbow|Wand Of Viscid Glovs	Cure Wounds*1|Hunters Mark*1|Fog Clowd*1	07 25 18		NA	NA	Gnome	Cure Wounds*1|Hunter’s Mark*1|Fog Cloud*1	Shortsword|Shortbow
d52eee	Variant	Knight	2018-05-28T01:53:51Z	Fighter 5	Fighter	Eldritch Knight	5	Shield Master	44	18	15	14	14	12	9	9		Religion|Insight|Perception|Persuasion	Longsword +1|Handaxe	Lightning Lure*0|Green Flame Blade*0|Booming Blade*0|Absorb Elements*1|Sheild*1|Find Familiar*1|Thunderwave*1	05 27 18		NA	NA	Half-Elf	Lightning Lure*0|Green-Flame Blade*0|Booming Blade*0|Absorb Elements*1|Shield*1|Find Familiar*1|Thunderwave*1	Longsword|Handaxe
86ffcf	Human	Knight	2018-08-30T22:30:51Z	Paladin 1	Paladin		1		13	17	15	8	16	8	8	16		Athletics|Religion|Insight|Persuasion	Longsword|Javelin		08 30 18		NA	NA	Human		Longsword|Javelin
214b4a	Human	City Watch	2018-05-26T19:49:17Z	Barbarian 6	Barbarian	Path of the Totem Warrior	6	Shield Master	1	18	18	14	14	8	10	12	CN	Athletics|Sleight of Hand|Perception|Deception|Intimidation	Warhammer|Javelin|Handaxe|Crossbow, heavy|Longspear, silver|Bloodspear		05 26 18	CN	N	C	Human		Warhammer|Javelin|Handaxe|Crossbow, Heavy|Spear
e6bfb9	Tiefling	Entertainer	2018-06-14T03:12:14Z	Rogue 1	Rogue		1		9	16	9	20	13	16	12	13		Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion	Shortsword|Shortbow|Dagger		06 13 18		NA	NA	Tiefling		Shortsword|Shortbow|Dagger
75f614	Tiefling	Hermit	2018-05-26T01:57:05Z	Paladin 2	Paladin		2		20	17	15	9	14	11	11	16		Athletics|Religion|Insight|Medicine	Longsword		05 25 18		NA	NA	Tiefling		Longsword
4d08e4	Goliath	Mercenary Veteran	2018-08-04T10:14:23Z	Fighter 3	Fighter	Champion	3		30	16	17	14	14	10	12	8		Athletics|Perception|Intimidation|Persuasion	Maul|Trident|Handaxe		08 04 18		NA	NA	Goliath		Maul|Trident|Handaxe
aaad34	Human	Hermit	2018-08-04T10:17:57Z	Druid 3	Druid	Circle of the Moon	3		27	15	11	15	14	9	16	13		Nature|Religion|Medicine|Survival	Scimitar		08 04 18		NA	NA	Human		Scimitar
0ff20d	Mountain Dwarf	Soldier	2018-05-27T13:36:44Z	Barbarian 3	Barbarian	Path of the Ancestral Guardian	3		35	14	17	13	16	8	12	10		Athletics|Animal Handling|Survival|Intimidation	Greataxe|Javelin		05 27 18		NA	NA	Dwarf		Greataxe|Javelin
0ff20d	Mountain Dwarf	Soldier	2018-05-26T19:54:08Z	Barbarian 3	Barbarian	Path of the Ancestral Guardian	3		35	14	17	13	16	8	12	10		Athletics|Animal Handling|Survival|Intimidation	Greataxe|Javelin		05 26 18		NA	NA	Dwarf		Greataxe|Javelin
790664	Human	Entertainer	2018-07-23T06:09:46Z	Monk 1	Monk		1	Mobile	8	13	13	17	10	13	10	12		Athletics|Acrobatics|Stealth|Deception|Performance	Dagger|Dart|Unarmed strike		07 22 18		NA	NA	Human		Dagger|Dart|Unarmed Strike
fc67e2	Human	Cloistered Scholar	2018-05-27T10:08:13Z	Cleric 3	Cleric	Forge Domain	3		24	16	14	11	15	13	9	16		Arcana|History|Insight|Persuasion	Mace|Club	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	05 27 18		NA	NA	Human	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	Mace|Club
d3f09a	Forest Gnome	Outlander	2018-09-02T04:09:42Z	Cleric 2	Cleric	Trickery Domain	2		16	17	12	19	10	10	22	14		Athletics|Religion|Survival|Persuasion	Mace|Shortbow	Light*0|Sacred Flame*0|Mending*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Inflict Wounds.*1|Guiding Bolt*1|Command*1	09 01 18		NA	NA	Gnome	Light*0|Sacred Flame*0|Mending*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Inflict Wounds*1|Guiding Bolt*1|Command*1	Mace|Shortbow
69af00	Deep Gnome	Outlander	2018-08-12T00:17:38Z	Paladin 2	Paladin		2		26	17	22	15	16	10	12	20		Athletics|Survival|Intimidation|Persuasion	War Pick|Battleaxe|Unarmed Strike	Wrathful Smite*1|Detect Magic*1	08 11 18		NA	NA	Gnome	Wrathful Smite*1|Detect Magic*1	War pick|Battleaxe|Unarmed Strike
a0783e	Mountain Dwarf	Barbarian Tribe Member	2018-08-12T00:11:48Z	Barbarian 2	Barbarian		2		28	14	22	15	15	3	19	10	Chaotic Good	Athletics|Animal Handling|Survival|Intimidation	Unarmed Strike|Javelin|Trident		08 11 18	CG	G	C	Dwarf		Unarmed Strike|Javelin|Trident
767c56	Rock Gnome	Outlander	2018-08-12T00:10:25Z	Ranger 2	Ranger		2		21	17	8	22	9	20	14	10	Chaotic Good	Athletics|Stealth|Nature|Perception|Survival	Longbow|Shortsword|Shortsword	Speak With Animals*1|Hunters Mark (No Concentration)*1	08 11 18	CG	G	C	Gnome	Speak with Animals*1	Longbow|Shortsword
951bdb	Lineage - Zari	Acolyte	2018-08-12T00:15:25Z	Barbarian 2	Barbarian		2		28	16	22	19	15	1	10	16		Athletics|Religion|Insight|Intimidation	Halberd|Sling|Javelin		08 11 18		NA	NA	Tiefling		Halberd|Sling|Javelin
b9609a	Forest Gnome	Outlander	2018-08-12T00:22:00Z	Druid 2	Druid	Circle of Dreams	2		16	15	14	15	10	16	22	10	Neutral Good	Athletics|Nature|Animal Handling|Survival	Unicorn Horn	Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak With Animals*1	08 11 18	NG	G	N	Gnome	Poison Spray*0|Produce Flame*0|Thunderwave*1|Charm Person*1|Speak with Animals*1	
3add2b	Mountain Dwarf	Barbarian Tribe Member	2018-08-12T00:20:18Z	Barbarian 2	Barbarian		2		28	17	22	20	15	14	10	3	Chaotic Good	Athletics|Nature|Survival|Intimidation	War Hammer|Handaxe|Javelin		08 11 18	CG	G	C	Dwarf		Warhammer|Handaxe|Javelin
73696e	Dragonborn	Soldier	2018-06-24T06:14:42Z	Barbarian 5	Barbarian	Path of the Berserker	5		60	14	20	14	15	8	14	14		Athletics|Perception|Survival|Intimidation	Greataxe|Greatsword|Spear		06 23 18		NA	NA	Dragonborn		Greataxe|Greatsword|Spear
345b9f	Half-Elf	Hermit	2018-09-09T23:59:38Z	Ranger 1	Ranger		1		40	16	6	16	17	15	12	18		Athletics|Acrobatics|Nature|Religion|Animal Handling|Medicine|Survival	Shortsword|Longbow	Mending*0|Cure Wounds*1|Healing Word*1|Thunderwave*1	09 09 18		NA	NA	Half-Elf	Mending*0|Cure Wounds*1|Healing Word*1|Thunderwave*1	Shortsword|Longbow
dd8b34	Forest Gnome	Entertainer	2018-09-10T00:03:52Z	Sorcerer 3	Sorcerer	Wild Magic	3		24	6	7	3	17	15	16	18	chaotic good	Acrobatics|Arcana|Performance|Persuasion	Crossbow, light|Dagger		09 09 18	CG	G	C	Gnome		Crossbow, Light|Dagger
5b38db	Human	Folk Hero	2018-09-09T23:57:35Z	Wizard 5|Warlock 2	Wizard|Warlock	School of Abjuration|The Archfey	7	Spell Sniper	25	16	8	17	10	18	14	18	LG	Arcana|Investigation|Religion|Insight	Dagger|Crossbow, Light	Firebolt*0|Light*0|Dancing Lights*0|Poison Spray*0|Prestidigitation*0|Eldritch Blast (WL)*0|Chill Touch (WL)*0|Chromatic Orb*1|Magic Missile*1|Shield*1|Mage Armor*1|Thunderwave*1|Protection From Evil And Good*1|Disguise Self*1|Find Familiar (Ritual)*1|Hex (WL)*1|Fairie Fire (WL)*1|Hellish Rebuke (WL)*1|Identify (ritual)*1|Alarm (ritual)*1|Color Spray*1|Levitate*2|Scorching Ray*2|See Invisibility*2|Mirror Image*2	09 09 18	LG	G	L	Human	Fire Bolt*0|Light*0|Dancing Lights*0|Poison Spray*0|Prestidigitation*0|Eldritch Blast*0|Chill Touch*0|Chromatic Orb*1|Magic Missile*1|Shield*1|Mage Armor*1|Thunderwave*1|Protection from Evil and Good*1|Disguise Self*1|Find Familiar*1|Hex*1|Hellish Rebuke*1|Identify*1|Alarm*1|Color Spray*1|Levitate*2|Scorching Ray*2|See Invisibility*2|Mirror Image*2	Dagger|Crossbow, Light
a85821	Human	Haunted One	2018-09-04T09:21:39Z	Cleric 1	Cleric	Tempest Domain	1		10	16	10	16	14	8	16	10	Chaotic Neutral	Arcana|Investigation	Mace	Fog Cloud*1|Thunderwave*1	09 04 18	CN	N	C	Human	Fog Cloud*1|Thunderwave*1	Mace
e8ccf7	Hill Dwarf	Hermit	2018-09-02T17:16:44Z	Druid 4	Druid	Circle of the Moon	4		37	14	13	12	16	10	18	8		Nature|Religion|Medicine|Perception	Club	Guidance*0	09 02 18		NA	NA	Dwarf	Guidance*0	Club
38ca26	Wood Elf	Criminal	2018-08-11T23:34:34Z	Rogue 10	Rogue	Swashbuckler	10	Elven Accuracy|Alert	90	16	14	20	14	11	14	17		Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion	Rapier|Shortbow|Dagger		08 11 18		NA	NA	Elf		Rapier|Shortbow|Dagger
8c16b5	Half-Elf	Criminal	2018-06-15T00:19:11Z	Monk 2	Monk		2		20	15	8	17	14	10	14	14	Chaotic Neutral	Athletics|Acrobatics|Sleight of Hand|Stealth|Deception	Unarmed Strike		06 14 18	CN	N	C	Half-Elf		Unarmed Strike
0e278c	Human	Entertainer	2018-09-08T13:02:17Z	Bard 3|Rogue 2|Fighter 5	Bard|Rogue|Fighter	College of Lore||Purple Dragon Knight	10	Weapon Master|Dual Wielder	97	17	12	20	14	10	11	17		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Deception|Intimidation|Performance|Persuasion	Scimitar|Scimitar	Blade Ward*0|Vicious Mockery*0|Charm Person *1|Sleep*1|Disguise Self *1|Cure Wounds*1|Hold Person *2|Invisibility *2	09 08 18		NA	NA	Human	Blade Ward*0|Vicious Mockery*0|Charm Person*1|Sleep*1|Disguise Self*1|Cure Wounds*1|Hold Person*2|Invisibility*2	Scimitar
0af90d	Human	Soldier	2018-08-04T01:43:54Z	Fighter 14	Fighter	Purple Dragon Knight	14	Charger|Tough|Mobile|Alert	158	19	20	13	16	10	11	12		Athletics|Perception|Survival|Intimidation|Persuasion	War pick|Handaxe		08 03 18		NA	NA	Human		War pick|Handaxe
70627d	Wood Elf	Entertainer	2018-09-03T23:28:17Z	Monk 7	Monk	Way of Shadow	7		52	17	8	18	14	8	16	12		Athletics|Acrobatics|Stealth|Perception|Performance	Quarterstaff|Dart|Unarmed strike		09 03 18		NA	NA	Elf		Quarterstaff|Dart|Unarmed Strike
373e16	Stout Halfling	City Watch	2018-08-15T02:03:17Z	Fighter 4	Fighter	Battle Master	4		33	17	16	12	11	11	11	15		Athletics|Insight|Survival|Intimidation	Greataxe|Handaxe		08 14 18		NA	NA	Halfling		Greataxe|Handaxe
ec35a6	Half-Orc	Hermit	2018-08-15T01:40:47Z	Druid 4	Druid	Circle of the Moon	4		36	15	16	14	16	12	18	13		Religion|Animal Handling|Medicine|Perception|Intimidation	Scimitar		08 14 18		NA	NA	Half-Orc		Scimitar
1f8dfb	Human	Haunted One	2018-09-01T01:51:04Z	Ranger 7	Ranger	Monster Slayer	7		79	14	16	16	14	15	15	15		Athletics|Stealth|Investigation|Insight|Survival	Sickle|Quarterstaff|Longbow|Shortsword|Hand Crossbow|Battleaxe	Protection from Evil and Good*1|Cure Wounds (1d8 + WIS)*1|Ensnaring Strike (c 1m, 1d6 per rnd, STR Save)*1|Hail Of Thorns (c 1m, 1d10 Piercing AOE, DEX save)*1|Zone of Truth*2	08 31 18		NA	NA	Human	Protection from Evil and Good*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Zone of Truth*2	Sickle|Quarterstaff|Longbow|Shortsword|Battleaxe
d5bc2c	Human	Soldier	2018-09-01T02:01:58Z	Paladin 7	Paladin	Oath of Ancients	7	Savage Attacker	88	21	19	16	16	16	13	14		Athletics|Medicine|Intimidation	Longsword|Javelin|Crossbow, Heavy|Morning Glory	Divine Sense*0|Lay On Hands*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	08 31 18		NA	NA	Human	Mage Hand*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2	Longsword|Javelin|Crossbow, Heavy
47a309	Tiefling	Sage	2018-08-15T01:41:47Z	Sorcerer 7	Sorcerer	Wild Magic	7		52	12	12	14	14	12	12	16	Chaotic neutral	Arcana|History|Insight|Persuasion	Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light	Posion Spray*0|Firebolt*0|Prestidigitation*0|Barkskin*0|Levitate*2	08 14 18	CN	N	C	Tiefling	Poison Spray*0|Fire Bolt*0|Prestidigitation*0|Levitate*2	Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light
d97cd6	High Elf	Outlander	2018-08-05T00:33:43Z	Druid 1	Druid		1		8	12	10	13	11	15	15	11	N/G	Athletics|Nature|Animal Handling|Perception|Survival	Crossbow, Light|Scimitar		08 04 18	NG	G	N	Elf		Crossbow, Light|Scimitar
918d90	Tiefling	Hermit	2018-08-05T00:37:27Z	Warlock 1	Warlock	The Great Old One	1		9	12	8	12	13	13	13	17	NG	History|Investigation|Religion|Medicine	Quarterstaff|Spear|Dagger	Blade Ward*0|Eldritch Blast*0|Thaumaturgy*0|Expeditious Retreat*1|Charm Person*1|Dissonant Whispers*1|Tasha's Hideous Laghter*1	08 04 18	NG	G	N	Tiefling	Blade Ward*0|Eldritch Blast*0|Thaumaturgy*0|Expeditious Retreat*1|Charm Person*1|Dissonant Whispers*1|Tasha’s Hideous Laughter*1	Quarterstaff|Spear|Dagger
3c799c	Dragonborn	Knight	2018-07-30T16:58:18Z	Paladin 2|Wizard 11	Paladin|Wizard	|School of Conjuration	13		72	18	16	11	13	18	10	13	lawful neutral	Arcana|Religion|Insight|Persuasion	Greatsword ro1ro2|Javelin	Firebolt*0|Prestidigitation*0|Toll The dead *0|Sword Burst*0|Green Flame Blade*0|Absorb Elements*1|Detect Magic (R)*1|Find Familiar (R)*1|Magic Missile *1|Prot. From Good And Evil*1|Shield*1|Tensers Floating Disk (R)*1|Unseen Servant (R)*1|Dragons Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|Leomunds Tiny Hut (R)*3|Lightning Bolt*3|Phantom Steed (R)*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Farstep*5|Steel Wind Strike*5|Telekinesis*5|Tenser's Transformation*6	07 30 18	LN	N	L	Dragonborn	Fire Bolt*0|Prestidigitation*0|Toll the Dead*0|Sword Burst*0|Green-Flame Blade*0|Absorb Elements*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Shield*1|Tenser’s Floating Disk*1|Unseen Servant*1|Dragon’s Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|Leomund’s Tiny Hut*3|Lightning Bolt*3|Phantom Steed*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Far Step*5|Steel Wind Strike*5|Telekinesis*5|Tenser’s Transformation*6	Greatsword|Javelin
3778bb	Lineage - Mamm	Noble	2018-07-27T01:44:11Z	Warlock 10	Warlock	The Hexblade	10		73	18	10	16	14	11	10	18	true neutral	Arcana|History|Investigation|Persuasion	Crossbow, light|Dagger|+2 Hex Rapier X2	Mage Hand(race)*0|Eldritch Blast*0|Toll the dead*0|Chill Touch*0|Presti*0|Shield*1|Armor Of Agathys*1|Hellish Rebuke*1|Floating Disk(1/day)*1|Unseen Servant(R)*1|Arcane Lock (1/day)*2|Misty Step*2|Mirror Image*2|Gaseous Form*3|Shadow Of Moil*4|Sickening Radiance*4|Negative energy Flood *5|Far Step*5	07 26 18	NN	N	N	Tiefling	Mage Hand*0|Eldritch Blast*0|Toll the Dead*0|Chill Touch*0|Shield*1|Armor of Agathys*1|Hellish Rebuke*1|Unseen Servant*1|Arcane Lock*2|Misty Step*2|Mirror Image*2|Gaseous Form*3|Shadow of Moil*4|Sickening Radiance*4|Negative Energy Flood*5|Far Step*5	Crossbow, Light|Dagger|Rapier
47b0b4	Human	Soldier	2018-08-21T19:55:09Z	Fighter 1	Fighter		1	Sharpshooter	11	16	14	15	12	10	10	13		Athletics|Acrobatics|Stealth|Perception|Intimidation	Longbow|Glaive|Handaxe		08 21 18		NA	NA	Human		Longbow|Glaive|Handaxe
8458d3	Human	Sailor	2018-06-04T22:54:23Z	Ranger 3	Ranger	Hunter	3	Sharpshooter	34	14	10	16	15	12	13	8		Athletics|Acrobatics|Investigation|Nature|Perception|Survival	Quarterstaff|Spear|Longbow		06 04 18		NA	NA	Human		Quarterstaff|Spear|Longbow
8458d3	Human	Sailor	2018-06-02T15:48:08Z	Ranger 1	Ranger		1	Sharpshooter	12	14	10	16	15	12	13	8		Athletics|Acrobatics|Investigation|Nature|Perception|Survival	Quarterstaff|Spear|Longbow		06 02 18		NA	NA	Human		Quarterstaff|Spear|Longbow
9368d0	Half-Orc	Knight	2018-08-22T22:25:49Z	Fighter 15	Fighter	Battle Master	15	Great Weapon Master	225	16	20	14	20	15	14	13		History|Animal Handling|Insight|Intimidation|Persuasion	Greatsword|Whip|Crossbow, light		08 22 18		NA	NA	Half-Orc		Greatsword|Whip|Crossbow, Light
1fdc2b	Variant	Entertainer	2018-08-08T00:36:50Z	Bard 12|Fighter 7|Rogue 1	Bard|Fighter|Rogue	College of Lore|Arcane Archer|	20	Elven Accuracy|Sharpshooter|Observant|Actor	214	16	14	20	14	17	16	21		Acrobatics|Sleight of Hand|Stealth|Arcana|History|Nature|Perception|Deception|Performance|Persuasion	Rapier|Dagger|Longbow		08 07 18		NA	NA	Half-Elf		Rapier|Dagger|Longbow
d4ab24	Kenku	Haunted One	2018-08-22T22:35:47Z	Cleric 6	Cleric	Grave Domain	6		60	15	11	14	14	13	18	13		Sleight of Hand|Arcana|Religion|Medicine|Deception|Persuasion	Mace|Sickle	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3	08 22 18		NA	NA	Kenku	Spare the Dying*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3	Mace|Sickle
32a85e	Protector Aasimar	Far Traveler	2018-08-11T15:45:45Z	Sorcerer 6|Cleric 1	Sorcerer|Cleric	Divine Soul|Life Domain	7		54	19	9	14	14	8	14	18		Religion|Insight|Perception|Persuasion	Dagger	Light-Mage Hand-Mending*0|Fire Bolt R:24 2D10*0|Ray Frost R:12 2D8*0|Shocking Grasp 2D8*0|Spare The Dying*0|Thaumaturgy*0|TollDead R12 2d8 12 Nec*0|C-Bless*1|C-Prot Evil/Good*1|C-Healing Word*1|C-Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Silence*2|Counterspell*3|Slow*3|Mass Heal Word*3	08 11 18		NA	NA	Aasimar	Mage Hand*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Spare the Dying*0|Thaumaturgy*0|Toll the Dead*0|Bless*1|Healing Word*1|Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Silence*2|Counterspell*3|Slow*3|Mass Healing Word*3	Dagger
32a85e	Protector Aasimar	Far Traveler	2018-06-30T03:21:51Z	Sorcerer 5|Cleric 1	Sorcerer|Cleric	Divine Soul|Life Domain	6		48	19	9	14	14	8	14	18		Religion|Insight|Perception|Persuasion	Dagger	Light-Mage Hand-Mending*0|Fire Bolt R:24 2D10*0|Ray Frost R:12 2D8*0|Shocking Grasp 2D8*0|Spare The Dying*0|Thaumaturgy*0|TollDead R12 2d8 12 Nec*0|C-Bless*1|C-Prot Evil/Good*1|C-Healing Word*1|C-Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Silence*2|Counterspell*3|Slow*3	06 29 18		NA	NA	Aasimar	Mage Hand*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Spare the Dying*0|Thaumaturgy*0|Toll the Dead*0|Bless*1|Healing Word*1|Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Silence*2|Counterspell*3|Slow*3	Dagger
88123e	Wood Elf	Barbarian Tribe Member	2018-09-07T22:51:30Z	Ranger 7	Ranger	Hunter	7	Wood Elf Magic	69	17	12	17	12	12	13	10	Neutral	Athletics|Stealth|Nature|Animal Handling|Perception|Survival	Handaxe|Handaxe|Longbow	Resistance*0|Hail of Thorns*1|Hunter's Mark*1|Longstrider*1|Cordon of Arrows*2|Pass Without Trace*2	09 07 18	NN	N	N	Elf	Resistance*0|Hail of Thorns*1|Hunter’s Mark*1|Longstrider*1|Cordon Of Arrows*2|Pass Without Trace*2	Handaxe|Longbow
